id_hotel2,nombre_hotel,estrellas,precio_noche
hotel_19,Hotel Costa Azul,1.0,474.24
hotel_16,Hotel Mirador Real,4.0,448.28
hotel_15,Hotel Sol y Luna,3.0,411.97
hotel_12,Hotel Palacio Imperial,2.0,277.89
hotel_13,Hotel Luz de Madrid,3.0,99.04
hotel_17,Hotel Rincón Sereno,1.0,439.03
hotel_18,Hotel Vista Alegre,3.0,50.41
hotel_09,Hotel Las Estrellas,2.0,233.21
hotel_16,Hotel Mirador Real,2.0,458.66
hotel_14,Hotel Los Almendros,3.0,340.85
hotel_03,Hotel Brisas del Mar,1.0,353.16
hotel_17,Hotel Rincón Sereno,3.0,177.99
hotel_20,Hotel Maravilla Real,3.0,56.68
hotel_02,Hotel Monte Verde,3.0,374.52
hotel_09,Hotel Las Estrellas,1.0,303.69
hotel_02,Hotel Monte Verde,2.0,352.89
hotel_09,Hotel Las Estrellas,2.0,381.98
hotel_15,Hotel Sol y Luna,2.0,377.83
hotel_17,Hotel Rincón Sereno,4.0,321.38
hotel_05,Hotel Puerta del Cielo,2.0,339.51
hotel_03,Hotel Brisas del Mar,4.0,365.99
hotel_05,Hotel Puerta del Cielo,1.0,361.94
hotel_13,Hotel Luz de Madrid,3.0,108.26
hotel_20,Hotel Maravilla Real,2.0,117.64
hotel_15,Hotel Sol y Luna,4.0,96.24
hotel_12,Hotel Palacio Imperial,5.0,318.39
hotel_09,Hotel Las Estrellas,5.0,326.11
hotel_16,Hotel Mirador Real,2.0,220.66
hotel_03,Hotel Brisas del Mar,5.0,106.98
hotel_06,Hotel Encanto Real,1.0,282.06
hotel_11,Hotel Torre Dorada,5.0,261.3
hotel_19,Hotel Costa Azul,3.0,384.51
hotel_03,Hotel Brisas del Mar,1.0,451.5
hotel_16,Hotel Mirador Real,1.0,463.6
hotel_20,Hotel Maravilla Real,1.0,361.29
hotel_05,Hotel Puerta del Cielo,2.0,324.65
hotel_16,Hotel Mirador Real,3.0,292.93
hotel_09,Hotel Las Estrellas,1.0,120.21
hotel_18,Hotel Vista Alegre,1.0,188.85
hotel_16,Hotel Mirador Real,3.0,85.42
hotel_08,Hotel Jardines del Rey,4.0,277.34
hotel_10,Gran Hotel Madrid,3.0,73.32
hotel_03,Hotel Brisas del Mar,1.0,61.3
hotel_08,Hotel Jardines del Rey,2.0,223.16
hotel_08,Hotel Jardines del Rey,2.0,469.24
hotel_17,Hotel Rincón Sereno,5.0,118.81
hotel_10,Gran Hotel Madrid,4.0,382.41
hotel_02,Hotel Monte Verde,2.0,272.57
hotel_08,Hotel Jardines del Rey,4.0,329.76
hotel_05,Hotel Puerta del Cielo,3.0,414.83
hotel_11,Hotel Torre Dorada,5.0,439.85
hotel_12,Hotel Palacio Imperial,5.0,461.51
hotel_18,Hotel Vista Alegre,5.0,229.89
hotel_03,Hotel Brisas del Mar,1.0,411.46
hotel_05,Hotel Puerta del Cielo,4.0,266.74
hotel_17,Hotel Rincón Sereno,1.0,424.02
hotel_08,Hotel Jardines del Rey,2.0,380.55
hotel_13,Hotel Luz de Madrid,1.0,198.25
hotel_12,Hotel Palacio Imperial,4.0,387.24
hotel_15,Hotel Sol y Luna,1.0,114.11
hotel_14,Hotel Los Almendros,3.0,274.41
hotel_12,Hotel Palacio Imperial,1.0,351.64
hotel_18,Hotel Vista Alegre,3.0,104.27
hotel_15,Hotel Sol y Luna,3.0,136.97
hotel_13,Hotel Luz de Madrid,2.0,179.13
hotel_17,Hotel Rincón Sereno,3.0,354.34
hotel_03,Hotel Brisas del Mar,2.0,386.08
hotel_15,Hotel Sol y Luna,4.0,271.39
hotel_05,Hotel Puerta del Cielo,3.0,189.71
hotel_07,Palacio del Sol,5.0,414.14
hotel_02,Hotel Monte Verde,5.0,346.88
hotel_16,Hotel Mirador Real,2.0,129.1
hotel_18,Hotel Vista Alegre,4.0,484.62
hotel_19,Hotel Costa Azul,4.0,252.7
hotel_10,Gran Hotel Madrid,3.0,341.17
hotel_07,Palacio del Sol,1.0,89.89
hotel_14,Hotel Los Almendros,4.0,343.85
hotel_11,Hotel Torre Dorada,1.0,264.58
hotel_06,Hotel Encanto Real,5.0,243.33
hotel_13,Hotel Luz de Madrid,1.0,377.68
hotel_06,Hotel Encanto Real,1.0,497.65
hotel_02,Hotel Monte Verde,4.0,344.31
hotel_14,Hotel Los Almendros,4.0,257.64
hotel_18,Hotel Vista Alegre,5.0,447.07
hotel_06,Hotel Encanto Real,1.0,488.36
hotel_15,Hotel Sol y Luna,2.0,283.83
hotel_05,Hotel Puerta del Cielo,4.0,325.37
hotel_17,Hotel Rincón Sereno,1.0,102.77
hotel_02,Hotel Monte Verde,2.0,477.84
hotel_05,Hotel Puerta del Cielo,2.0,194.88
hotel_20,Hotel Maravilla Real,1.0,477.91
hotel_11,Hotel Torre Dorada,4.0,141.07
hotel_10,Gran Hotel Madrid,4.0,436.37
hotel_19,Hotel Costa Azul,4.0,321.75
hotel_11,Hotel Torre Dorada,1.0,75.95
hotel_11,Hotel Torre Dorada,4.0,257.04
hotel_07,Palacio del Sol,5.0,353.62
hotel_10,Gran Hotel Madrid,5.0,
hotel_04,Hotel Camino del Sol,4.0,352.88
hotel_18,Hotel Vista Alegre,2.0,422.32
hotel_20,Hotel Maravilla Real,4.0,148.53
hotel_12,Hotel Palacio Imperial,5.0,370.46
hotel_08,Hotel Jardines del Rey,4.0,118.9
hotel_13,Hotel Luz de Madrid,5.0,493.78
hotel_16,Hotel Mirador Real,5.0,251.14
hotel_12,Hotel Palacio Imperial,1.0,306.44
hotel_02,Hotel Monte Verde,5.0,269.65
hotel_08,Hotel Jardines del Rey,2.0,102.04
hotel_20,Hotel Maravilla Real,1.0,394.11
hotel_04,Hotel Camino del Sol,2.0,121.71
hotel_07,Palacio del Sol,2.0,472.18
hotel_10,Gran Hotel Madrid,5.0,406.45
hotel_19,Hotel Costa Azul,4.0,233.73
hotel_07,Palacio del Sol,5.0,408.33
hotel_06,Hotel Encanto Real,2.0,280.69
hotel_15,Hotel Sol y Luna,3.0,411.49
hotel_05,Hotel Puerta del Cielo,5.0,380.14
hotel_19,Hotel Costa Azul,5.0,94.2
hotel_11,Hotel Torre Dorada,1.0,272.52
hotel_09,Hotel Las Estrellas,4.0,330.0
hotel_15,Hotel Sol y Luna,5.0,318.43
hotel_10,Gran Hotel Madrid,4.0,480.74
hotel_05,Hotel Puerta del Cielo,3.0,82.67
hotel_14,Hotel Los Almendros,4.0,453.41
hotel_18,Hotel Vista Alegre,5.0,391.65
hotel_17,Hotel Rincón Sereno,1.0,234.14
hotel_20,Hotel Maravilla Real,3.0,204.02
hotel_15,Hotel Sol y Luna,3.0,499.51
hotel_11,Hotel Torre Dorada,3.0,268.03
hotel_15,Hotel Sol y Luna,1.0,178.18
hotel_06,Hotel Encanto Real,5.0,87.57
hotel_11,Hotel Torre Dorada,5.0,251.29
hotel_05,Hotel Puerta del Cielo,5.0,397.92
hotel_07,Palacio del Sol,5.0,238.7
hotel_09,Hotel Las Estrellas,3.0,469.48
hotel_15,Hotel Sol y Luna,2.0,
hotel_18,Hotel Vista Alegre,2.0,168.05
hotel_05,Hotel Puerta del Cielo,2.0,197.31
hotel_03,Hotel Brisas del Mar,3.0,155.64
hotel_06,Hotel Encanto Real,2.0,404.52
hotel_02,Hotel Monte Verde,3.0,102.73
hotel_03,Hotel Brisas del Mar,1.0,352.48
hotel_03,Hotel Brisas del Mar,3.0,393.25
hotel_08,Hotel Jardines del Rey,4.0,120.68
hotel_17,Hotel Rincón Sereno,2.0,391.13
hotel_02,Hotel Monte Verde,2.0,453.74
hotel_18,Hotel Vista Alegre,1.0,155.62
hotel_17,Hotel Rincón Sereno,5.0,207.24
hotel_09,Hotel Las Estrellas,5.0,474.4
hotel_16,Hotel Mirador Real,3.0,55.53
hotel_05,Hotel Puerta del Cielo,1.0,126.8
hotel_03,Hotel Brisas del Mar,3.0,220.56
hotel_12,Hotel Palacio Imperial,1.0,440.27
hotel_13,Hotel Luz de Madrid,1.0,375.77
hotel_18,Hotel Vista Alegre,2.0,208.42
hotel_03,Hotel Brisas del Mar,1.0,497.12
hotel_18,Hotel Vista Alegre,4.0,139.07
hotel_05,Hotel Puerta del Cielo,4.0,395.13
hotel_04,Hotel Camino del Sol,5.0,390.69
hotel_17,Hotel Rincón Sereno,1.0,145.18
hotel_11,Hotel Torre Dorada,5.0,494.41
hotel_02,Hotel Monte Verde,2.0,63.95
hotel_04,Hotel Camino del Sol,1.0,470.75
hotel_02,Hotel Monte Verde,4.0,410.46
hotel_17,Hotel Rincón Sereno,4.0,430.26
hotel_09,Hotel Las Estrellas,3.0,199.47
hotel_18,Hotel Vista Alegre,1.0,472.69
hotel_16,Hotel Mirador Real,2.0,423.99
hotel_10,Gran Hotel Madrid,4.0,144.35
hotel_14,Hotel Los Almendros,5.0,69.95
hotel_13,Hotel Luz de Madrid,5.0,66.61
hotel_18,Hotel Vista Alegre,5.0,81.76
hotel_17,Hotel Rincón Sereno,5.0,362.3
hotel_07,Palacio del Sol,1.0,407.74
hotel_02,Hotel Monte Verde,4.0,212.12
hotel_11,Hotel Torre Dorada,4.0,331.94
hotel_02,Hotel Monte Verde,2.0,113.07
hotel_15,Hotel Sol y Luna,5.0,326.49
hotel_20,Hotel Maravilla Real,1.0,393.13
hotel_09,Hotel Las Estrellas,2.0,318.12
hotel_05,Hotel Puerta del Cielo,3.0,348.05
hotel_17,Hotel Rincón Sereno,2.0,144.23
hotel_17,Hotel Rincón Sereno,4.0,436.49
hotel_19,Hotel Costa Azul,1.0,438.79
hotel_20,Hotel Maravilla Real,1.0,357.77
hotel_05,Hotel Puerta del Cielo,2.0,280.6
hotel_11,Hotel Torre Dorada,4.0,492.51
hotel_07,Palacio del Sol,5.0,102.75
hotel_20,Hotel Maravilla Real,4.0,79.56
hotel_19,Hotel Costa Azul,1.0,319.26
hotel_12,Hotel Palacio Imperial,3.0,210.55
hotel_08,Hotel Jardines del Rey,1.0,75.76
hotel_12,Hotel Palacio Imperial,1.0,287.51
hotel_02,Hotel Monte Verde,5.0,272.26
hotel_04,Hotel Camino del Sol,3.0,442.79
hotel_08,Hotel Jardines del Rey,1.0,60.87
hotel_18,Hotel Vista Alegre,4.0,221.46
hotel_11,Hotel Torre Dorada,1.0,90.23
hotel_10,Gran Hotel Madrid,1.0,93.58
hotel_06,Hotel Encanto Real,2.0,390.97
hotel_15,Hotel Sol y Luna,1.0,294.44
hotel_09,Hotel Las Estrellas,1.0,479.74
hotel_16,Hotel Mirador Real,4.0,83.63
hotel_19,Hotel Costa Azul,4.0,439.38
hotel_17,Hotel Rincón Sereno,2.0,272.89
hotel_11,Hotel Torre Dorada,5.0,363.24
hotel_03,Hotel Brisas del Mar,1.0,482.26
hotel_14,Hotel Los Almendros,2.0,369.61
hotel_11,Hotel Torre Dorada,3.0,66.04
hotel_10,Gran Hotel Madrid,3.0,268.4
hotel_19,Hotel Costa Azul,2.0,95.21
hotel_10,Gran Hotel Madrid,5.0,249.4
hotel_17,Hotel Rincón Sereno,3.0,488.95
hotel_14,Hotel Los Almendros,4.0,334.28
hotel_19,Hotel Costa Azul,4.0,303.55
hotel_03,Hotel Brisas del Mar,4.0,480.16
hotel_11,Hotel Torre Dorada,3.0,322.25
hotel_15,Hotel Sol y Luna,5.0,366.15
hotel_13,Hotel Luz de Madrid,4.0,113.72
hotel_14,Hotel Los Almendros,5.0,371.01
hotel_03,Hotel Brisas del Mar,1.0,170.59
hotel_03,Hotel Brisas del Mar,3.0,165.04
hotel_05,Hotel Puerta del Cielo,2.0,224.82
hotel_15,Hotel Sol y Luna,2.0,97.49
hotel_03,Hotel Brisas del Mar,1.0,92.71
hotel_15,Hotel Sol y Luna,4.0,469.08
hotel_02,Hotel Monte Verde,1.0,64.54
hotel_12,Hotel Palacio Imperial,4.0,225.44
hotel_13,Hotel Luz de Madrid,2.0,92.35
hotel_05,Hotel Puerta del Cielo,2.0,332.27
hotel_04,Hotel Camino del Sol,4.0,292.06
hotel_15,Hotel Sol y Luna,3.0,54.56
hotel_06,Hotel Encanto Real,1.0,490.58
hotel_02,Hotel Monte Verde,2.0,402.34
hotel_06,Hotel Encanto Real,3.0,388.43
hotel_17,Hotel Rincón Sereno,1.0,375.15
hotel_05,Hotel Puerta del Cielo,3.0,471.01
hotel_15,Hotel Sol y Luna,5.0,215.68
hotel_15,Hotel Sol y Luna,4.0,115.31
hotel_08,Hotel Jardines del Rey,3.0,187.24
hotel_12,Hotel Palacio Imperial,2.0,110.84
hotel_06,Hotel Encanto Real,1.0,235.76
hotel_16,Hotel Mirador Real,3.0,473.18
hotel_14,Hotel Los Almendros,3.0,102.38
hotel_14,Hotel Los Almendros,1.0,426.21
hotel_14,Hotel Los Almendros,1.0,271.38
hotel_02,Hotel Monte Verde,2.0,126.4
hotel_06,Hotel Encanto Real,4.0,134.68
hotel_11,Hotel Torre Dorada,3.0,295.69
hotel_16,Hotel Mirador Real,1.0,271.29
hotel_12,Hotel Palacio Imperial,5.0,489.85
hotel_07,Palacio del Sol,4.0,124.12
hotel_13,Hotel Luz de Madrid,5.0,145.07
hotel_04,Hotel Camino del Sol,2.0,61.83
hotel_03,Hotel Brisas del Mar,4.0,343.27
hotel_13,Hotel Luz de Madrid,3.0,415.47
hotel_12,Hotel Palacio Imperial,5.0,219.2
hotel_10,Gran Hotel Madrid,5.0,126.3
hotel_06,Hotel Encanto Real,3.0,76.08
hotel_03,Hotel Brisas del Mar,4.0,304.14
hotel_18,Hotel Vista Alegre,5.0,103.9
hotel_07,Palacio del Sol,3.0,394.11
hotel_18,Hotel Vista Alegre,1.0,357.56
hotel_02,Hotel Monte Verde,5.0,392.54
hotel_09,Hotel Las Estrellas,5.0,400.52
hotel_17,Hotel Rincón Sereno,2.0,486.83
hotel_19,Hotel Costa Azul,5.0,415.32
hotel_14,Hotel Los Almendros,4.0,58.34
hotel_06,Hotel Encanto Real,5.0,316.6
hotel_02,Hotel Monte Verde,1.0,380.49
hotel_03,Hotel Brisas del Mar,4.0,65.74
hotel_19,Hotel Costa Azul,5.0,450.32
hotel_04,Hotel Camino del Sol,3.0,261.86
hotel_02,Hotel Monte Verde,5.0,241.06
hotel_14,Hotel Los Almendros,2.0,131.02
hotel_16,Hotel Mirador Real,2.0,148.29
hotel_06,Hotel Encanto Real,5.0,135.78
hotel_13,Hotel Luz de Madrid,3.0,196.9
hotel_16,Hotel Mirador Real,1.0,465.75
hotel_12,Hotel Palacio Imperial,4.0,136.03
hotel_12,Hotel Palacio Imperial,4.0,401.07
hotel_14,Hotel Los Almendros,1.0,88.62
hotel_17,Hotel Rincón Sereno,1.0,312.35
hotel_19,Hotel Costa Azul,4.0,133.73
hotel_08,Hotel Jardines del Rey,4.0,162.65
hotel_06,Hotel Encanto Real,5.0,80.31
hotel_08,Hotel Jardines del Rey,3.0,179.25
hotel_14,Hotel Los Almendros,5.0,372.08
hotel_05,Hotel Puerta del Cielo,4.0,79.41
hotel_12,Hotel Palacio Imperial,5.0,142.23
hotel_02,Hotel Monte Verde,3.0,176.25
hotel_12,Hotel Palacio Imperial,2.0,441.86
hotel_20,Hotel Maravilla Real,5.0,400.29
hotel_19,Hotel Costa Azul,4.0,232.03
hotel_20,Hotel Maravilla Real,5.0,56.2
hotel_07,Palacio del Sol,3.0,137.44
hotel_07,Palacio del Sol,4.0,263.26
hotel_20,Hotel Maravilla Real,1.0,54.39
hotel_13,Hotel Luz de Madrid,2.0,176.58
hotel_16,Hotel Mirador Real,4.0,260.27
hotel_14,Hotel Los Almendros,2.0,393.84
hotel_06,Hotel Encanto Real,5.0,137.81
hotel_18,Hotel Vista Alegre,5.0,459.89
hotel_15,Hotel Sol y Luna,3.0,384.98
hotel_19,Hotel Costa Azul,3.0,404.19
hotel_16,Hotel Mirador Real,5.0,270.53
hotel_14,Hotel Los Almendros,5.0,138.9
hotel_17,Hotel Rincón Sereno,2.0,445.0
hotel_04,Hotel Camino del Sol,1.0,336.03
hotel_08,Hotel Jardines del Rey,5.0,205.4
hotel_09,Hotel Las Estrellas,1.0,65.37
hotel_10,Gran Hotel Madrid,2.0,78.55
hotel_17,Hotel Rincón Sereno,5.0,82.69
hotel_17,Hotel Rincón Sereno,3.0,119.53
hotel_14,Hotel Los Almendros,3.0,262.42
hotel_15,Hotel Sol y Luna,2.0,51.7
hotel_06,Hotel Encanto Real,2.0,266.34
hotel_11,Hotel Torre Dorada,2.0,457.56
hotel_18,Hotel Vista Alegre,2.0,399.68
hotel_11,Hotel Torre Dorada,3.0,173.24
hotel_14,Hotel Los Almendros,5.0,160.28
hotel_09,Hotel Las Estrellas,1.0,159.33
hotel_06,Hotel Encanto Real,3.0,236.44
hotel_10,Gran Hotel Madrid,4.0,154.03
hotel_11,Hotel Torre Dorada,3.0,79.02
hotel_16,Hotel Mirador Real,1.0,497.73
hotel_15,Hotel Sol y Luna,3.0,449.31
hotel_09,Hotel Las Estrellas,1.0,496.34
hotel_18,Hotel Vista Alegre,3.0,390.77
hotel_13,Hotel Luz de Madrid,2.0,276.7
hotel_04,Hotel Camino del Sol,4.0,295.03
hotel_18,Hotel Vista Alegre,4.0,466.99
hotel_14,Hotel Los Almendros,2.0,61.39
hotel_11,Hotel Torre Dorada,5.0,233.43
hotel_05,Hotel Puerta del Cielo,1.0,397.66
hotel_19,Hotel Costa Azul,4.0,296.94
hotel_03,Hotel Brisas del Mar,4.0,264.02
hotel_02,Hotel Monte Verde,4.0,209.09
hotel_18,Hotel Vista Alegre,5.0,212.98
hotel_14,Hotel Los Almendros,1.0,277.29
hotel_08,Hotel Jardines del Rey,4.0,460.39
hotel_09,Hotel Las Estrellas,2.0,444.27
hotel_16,Hotel Mirador Real,3.0,176.91
hotel_13,Hotel Luz de Madrid,4.0,208.12
hotel_17,Hotel Rincón Sereno,5.0,104.23
hotel_11,Hotel Torre Dorada,5.0,405.26
hotel_07,Palacio del Sol,1.0,460.9
hotel_08,Hotel Jardines del Rey,2.0,374.34
hotel_09,Hotel Las Estrellas,4.0,164.95
hotel_13,Hotel Luz de Madrid,3.0,280.62
hotel_14,Hotel Los Almendros,1.0,56.82
hotel_10,Gran Hotel Madrid,2.0,330.11
hotel_10,Gran Hotel Madrid,1.0,131.71
hotel_03,Hotel Brisas del Mar,3.0,218.06
hotel_08,Hotel Jardines del Rey,2.0,284.63
hotel_17,Hotel Rincón Sereno,1.0,358.46
hotel_02,Hotel Monte Verde,3.0,76.68
hotel_05,Hotel Puerta del Cielo,1.0,372.67
hotel_15,Hotel Sol y Luna,4.0,52.97
hotel_13,Hotel Luz de Madrid,1.0,248.22
hotel_03,Hotel Brisas del Mar,4.0,181.97
hotel_08,Hotel Jardines del Rey,2.0,88.07
hotel_12,Hotel Palacio Imperial,3.0,440.05
hotel_15,Hotel Sol y Luna,4.0,226.93
hotel_09,Hotel Las Estrellas,4.0,398.66
hotel_20,Hotel Maravilla Real,5.0,155.95
hotel_13,Hotel Luz de Madrid,1.0,314.76
hotel_02,Hotel Monte Verde,5.0,281.24
hotel_15,Hotel Sol y Luna,2.0,98.58
hotel_20,Hotel Maravilla Real,4.0,471.94
hotel_13,Hotel Luz de Madrid,1.0,112.14
hotel_09,Hotel Las Estrellas,2.0,325.6
hotel_06,Hotel Encanto Real,2.0,146.94
hotel_02,Hotel Monte Verde,3.0,173.6
hotel_17,Hotel Rincón Sereno,2.0,463.85
hotel_04,Hotel Camino del Sol,4.0,401.73
hotel_08,Hotel Jardines del Rey,4.0,75.82
hotel_06,Hotel Encanto Real,3.0,248.92
hotel_17,Hotel Rincón Sereno,4.0,156.25
hotel_03,Hotel Brisas del Mar,5.0,498.54
hotel_18,Hotel Vista Alegre,3.0,373.77
hotel_12,Hotel Palacio Imperial,1.0,265.74
hotel_12,Hotel Palacio Imperial,5.0,191.11
hotel_15,Hotel Sol y Luna,2.0,168.78
hotel_08,Hotel Jardines del Rey,5.0,455.96
hotel_11,Hotel Torre Dorada,4.0,112.2
hotel_19,Hotel Costa Azul,4.0,480.17
hotel_20,Hotel Maravilla Real,4.0,394.93
hotel_15,Hotel Sol y Luna,5.0,321.13
hotel_11,Hotel Torre Dorada,1.0,240.73
hotel_19,Hotel Costa Azul,3.0,104.98
hotel_05,Hotel Puerta del Cielo,3.0,359.14
hotel_12,Hotel Palacio Imperial,2.0,256.11
hotel_18,Hotel Vista Alegre,4.0,204.61
hotel_02,Hotel Monte Verde,3.0,77.4
hotel_10,Gran Hotel Madrid,4.0,174.76
hotel_19,Hotel Costa Azul,5.0,442.43
hotel_15,Hotel Sol y Luna,2.0,221.81
hotel_15,Hotel Sol y Luna,2.0,491.7
hotel_07,Palacio del Sol,1.0,477.33
hotel_15,Hotel Sol y Luna,4.0,266.13
hotel_08,Hotel Jardines del Rey,5.0,136.12
hotel_12,Hotel Palacio Imperial,5.0,227.15
hotel_05,Hotel Puerta del Cielo,4.0,361.22
hotel_17,Hotel Rincón Sereno,4.0,393.37
hotel_14,Hotel Los Almendros,4.0,131.57
hotel_19,Hotel Costa Azul,2.0,231.68
hotel_04,Hotel Camino del Sol,1.0,143.42
hotel_14,Hotel Los Almendros,2.0,114.08
hotel_16,Hotel Mirador Real,4.0,186.41
hotel_15,Hotel Sol y Luna,3.0,268.92
hotel_19,Hotel Costa Azul,3.0,171.05
hotel_12,Hotel Palacio Imperial,4.0,109.37
hotel_09,Hotel Las Estrellas,5.0,431.52
hotel_15,Hotel Sol y Luna,1.0,123.57
hotel_15,Hotel Sol y Luna,3.0,123.29
hotel_05,Hotel Puerta del Cielo,3.0,194.6
hotel_10,Gran Hotel Madrid,1.0,328.54
hotel_02,Hotel Monte Verde,2.0,134.65
hotel_07,Palacio del Sol,3.0,477.31
hotel_16,Hotel Mirador Real,2.0,281.3
hotel_06,Hotel Encanto Real,2.0,237.75
hotel_02,Hotel Monte Verde,4.0,151.78
hotel_04,Hotel Camino del Sol,3.0,58.96
hotel_13,Hotel Luz de Madrid,1.0,251.48
hotel_03,Hotel Brisas del Mar,1.0,447.9
hotel_08,Hotel Jardines del Rey,1.0,79.39
hotel_17,Hotel Rincón Sereno,2.0,336.33
hotel_14,Hotel Los Almendros,3.0,335.53
hotel_18,Hotel Vista Alegre,1.0,386.49
hotel_14,Hotel Los Almendros,3.0,353.93
hotel_20,Hotel Maravilla Real,5.0,84.25
hotel_07,Palacio del Sol,3.0,454.17
hotel_16,Hotel Mirador Real,2.0,202.83
hotel_04,Hotel Camino del Sol,4.0,106.41
hotel_19,Hotel Costa Azul,5.0,88.09
hotel_19,Hotel Costa Azul,3.0,431.06
hotel_06,Hotel Encanto Real,5.0,352.69
hotel_04,Hotel Camino del Sol,2.0,58.3
hotel_02,Hotel Monte Verde,3.0,391.19
hotel_10,Gran Hotel Madrid,4.0,85.13
hotel_03,Hotel Brisas del Mar,5.0,98.88
hotel_15,Hotel Sol y Luna,2.0,157.27
hotel_05,Hotel Puerta del Cielo,2.0,172.78
hotel_18,Hotel Vista Alegre,5.0,451.41
hotel_15,Hotel Sol y Luna,1.0,164.37
hotel_08,Hotel Jardines del Rey,1.0,400.82
hotel_04,Hotel Camino del Sol,4.0,480.12
hotel_19,Hotel Costa Azul,3.0,432.1
hotel_09,Hotel Las Estrellas,4.0,385.69
hotel_03,Hotel Brisas del Mar,3.0,396.03
hotel_17,Hotel Rincón Sereno,3.0,185.68
hotel_12,Hotel Palacio Imperial,5.0,379.95
hotel_11,Hotel Torre Dorada,3.0,317.42
hotel_03,Hotel Brisas del Mar,1.0,310.25
hotel_12,Hotel Palacio Imperial,5.0,278.8
hotel_20,Hotel Maravilla Real,1.0,403.34
hotel_09,Hotel Las Estrellas,5.0,203.04
hotel_15,Hotel Sol y Luna,1.0,283.28
hotel_03,Hotel Brisas del Mar,5.0,244.46
hotel_15,Hotel Sol y Luna,4.0,390.13
hotel_09,Hotel Las Estrellas,3.0,441.09
hotel_15,Hotel Sol y Luna,2.0,338.14
hotel_04,Hotel Camino del Sol,5.0,94.72
hotel_02,Hotel Monte Verde,1.0,253.39
hotel_18,Hotel Vista Alegre,1.0,441.8
hotel_13,Hotel Luz de Madrid,5.0,70.53
hotel_15,Hotel Sol y Luna,4.0,143.66
hotel_17,Hotel Rincón Sereno,2.0,163.12
hotel_16,Hotel Mirador Real,3.0,117.06
hotel_07,Palacio del Sol,5.0,155.98
hotel_15,Hotel Sol y Luna,1.0,343.71
hotel_13,Hotel Luz de Madrid,4.0,390.77
hotel_16,Hotel Mirador Real,2.0,328.26
hotel_13,Hotel Luz de Madrid,4.0,490.45
hotel_15,Hotel Sol y Luna,4.0,267.53
hotel_12,Hotel Palacio Imperial,3.0,205.95
hotel_15,Hotel Sol y Luna,5.0,494.88
hotel_06,Hotel Encanto Real,4.0,343.13
hotel_09,Hotel Las Estrellas,5.0,90.75
hotel_17,Hotel Rincón Sereno,3.0,427.6
hotel_16,Hotel Mirador Real,2.0,370.09
hotel_05,Hotel Puerta del Cielo,2.0,219.99
hotel_08,Hotel Jardines del Rey,2.0,270.82
hotel_16,Hotel Mirador Real,3.0,221.88
hotel_13,Hotel Luz de Madrid,1.0,221.34
hotel_09,Hotel Las Estrellas,1.0,287.75
hotel_10,Gran Hotel Madrid,4.0,103.04
hotel_07,Palacio del Sol,4.0,376.88
hotel_16,Hotel Mirador Real,4.0,395.32
hotel_03,Hotel Brisas del Mar,4.0,292.7
hotel_19,Hotel Costa Azul,2.0,316.64
hotel_02,Hotel Monte Verde,5.0,441.8
hotel_06,Hotel Encanto Real,1.0,395.69
hotel_13,Hotel Luz de Madrid,3.0,177.05
hotel_08,Hotel Jardines del Rey,2.0,180.05
hotel_04,Hotel Camino del Sol,2.0,61.15
hotel_15,Hotel Sol y Luna,1.0,431.89
hotel_03,Hotel Brisas del Mar,2.0,167.84
hotel_18,Hotel Vista Alegre,3.0,144.86
hotel_18,Hotel Vista Alegre,2.0,434.19
hotel_17,Hotel Rincón Sereno,2.0,123.72
hotel_15,Hotel Sol y Luna,5.0,358.31
hotel_16,Hotel Mirador Real,5.0,402.24
hotel_20,Hotel Maravilla Real,1.0,397.29
hotel_02,Hotel Monte Verde,4.0,229.0
hotel_18,Hotel Vista Alegre,4.0,91.73
hotel_15,Hotel Sol y Luna,5.0,282.43
hotel_12,Hotel Palacio Imperial,4.0,484.04
hotel_18,Hotel Vista Alegre,1.0,460.78
hotel_12,Hotel Palacio Imperial,1.0,267.79
hotel_13,Hotel Luz de Madrid,5.0,394.16
hotel_05,Hotel Puerta del Cielo,1.0,496.43
hotel_11,Hotel Torre Dorada,3.0,242.47
hotel_09,Hotel Las Estrellas,3.0,181.31
hotel_13,Hotel Luz de Madrid,5.0,249.91
hotel_17,Hotel Rincón Sereno,4.0,338.03
hotel_11,Hotel Torre Dorada,3.0,356.22
hotel_09,Hotel Las Estrellas,2.0,151.04
hotel_15,Hotel Sol y Luna,5.0,169.26
hotel_07,Palacio del Sol,5.0,339.85
hotel_19,Hotel Costa Azul,2.0,377.77
hotel_11,Hotel Torre Dorada,4.0,117.92
hotel_03,Hotel Brisas del Mar,2.0,212.62
hotel_18,Hotel Vista Alegre,5.0,91.22
hotel_20,Hotel Maravilla Real,1.0,133.32
hotel_08,Hotel Jardines del Rey,1.0,74.1
hotel_03,Hotel Brisas del Mar,1.0,290.81
hotel_08,Hotel Jardines del Rey,3.0,168.37
hotel_02,Hotel Monte Verde,4.0,233.33
hotel_19,Hotel Costa Azul,3.0,274.44
hotel_16,Hotel Mirador Real,1.0,455.94
hotel_07,Palacio del Sol,5.0,224.43
hotel_14,Hotel Los Almendros,3.0,158.63
hotel_08,Hotel Jardines del Rey,2.0,321.21
hotel_20,Hotel Maravilla Real,4.0,378.21
hotel_02,Hotel Monte Verde,1.0,312.66
