nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion
Taller de Relajación,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e771833195a4910VgnVCM2000001f4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,10:30,"{'organization-name': 'Centro Sociocultural Bohemios (Villaverde)', 'accesibility': '1'}"
Taller de semillas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc62924d36704910VgnVCM2000001f4a900aRCRD,,,11:00,
Taller Formativo de Producción Musical,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51133276cdfd4910VgnVCM1000001d4a900aRCRD,,,16:30,
Taller La Biodiversidad en acción y Aves Exóticas Invasoras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a37924d36704910VgnVCM2000001f4a900aRCRD,,,16:30,
Taller La Biodiversidad y nuestras Aves,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bc6924d36704910VgnVCM2000001f4a900aRCRD,,,16:30,
Taller La ITV de la bici,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2c476bd693f3910VgnVCM1000001d4a900aRCRD,,,17:00,
Taller La ITV de la bici,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37b476bd693f3910VgnVCM1000001d4a900aRCRD,,,11:00,
Taller reciclArte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a61700d72623e810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
Taller 'Todos los animales están conectados e impresión de huellas en arcilla'.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a9d4d9651884910VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 10,16:30,"{'organization-name': 'Aula ambiental La Cabaña del Retiro', 'accesibility': '1'}"
Taller 'Pintacaras',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e0197b3b79f4910VgnVCM1000001d4a900aRCRD,,,19:30,
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d86b2481b1e1910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,18:00,"{'organization-name': 'Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)', 'accesibility': '1,6'}"
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9274b2481b1e1910VgnVCM2000001f4a900aRCRD,28002,CALLE MANTUANO 51,18:00,"{'organization-name': 'Biblioteca Pública Municipal Francisco Ibáñez (Chamartín)', 'accesibility': '1,6'}"
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=867b0525bf520910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,18:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd6ab01c7d402910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,18:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
Taller ‘La Quinta en Flor’ con la compañía Sharon Fridman,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e85fba93a70e4910VgnVCM1000001d4a900aRCRD,28027,CALLE JUAN IGNACIO LUCA DE TENA 20,,"{'organization-name': 'Espacio Abierto Quinta de los Molinos', 'accesibility': '1,6'}"
Talleres creativos en idioma serbio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=394cdaa14d721910VgnVCM2000001f4a900aRCRD,28005,CALLE SAN JUSTO 5,11:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
Talleres de Alfabetización Informacional: dispositivos móviles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae0bd89a0f964910VgnVCM1000001d4a900aRCRD,28042,AVENIDA LOGROÑO 179,12:00,"{'organization-name': 'Biblioteca Pública Municipal Gloria Fuertes (Barajas)', 'accesibility': '1,6'}"
Talleres de reflexión y meditación: la acción coherente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=21499827a09d2910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,18:30,"{'organization-name': 'Biblioteca Pública Municipal Canillejas (San Blas-Canillejas)', 'accesibility': '0'}"
Talleres del Price (De 10 a 13 años),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=02ba85a2a74d3910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}"
Talleres del Price (De 14 a 18 años),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b9a85a2a74d3910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}"
Talleres del Price (de 5 y 6 años),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=968a85a2a74d3910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,10:00,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}"
Talleres del Price (De 7 a 9 años),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed6a85a2a74d3910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}"
TALLERES FAMILIARES,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac22b2de9aa7e810VgnVCM1000001d4a900aRCRD,28049,Carretera M-607 Km 13 L-10 ,11:00,"{'organization-name': 'Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo)', 'accesibility': '1'}"
TALLERES INFANTILES,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ae0b2de9aa7e810VgnVCM1000001d4a900aRCRD,28049,Carretera M-607 Km 13 L-10 ,11:00,"{'organization-name': 'Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo)', 'accesibility': '1'}"
Talleres Infantiles de Carnaval. Centros Socioculturales de Villaverde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=063ebe426bef4910VgnVCM1000001d4a900aRCRD,,,11:00,
Taller: los sonidos de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70e2924d36704910VgnVCM2000001f4a900aRCRD,,,16:30,
Taller: Monta tu huerto en un recipiente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ead59bba2704910VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
Taller: prepara tu disfraz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b7d3bff72ca4910VgnVCM2000001f4a900aRCRD,28025,CALLE ALISEDA 4,12:30,"{'organization-name': 'Centro Cultural San Francisco La Prensa (Carabanchel)', 'accesibility': '1'}"
Taller: Prepara tu disfraz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=271c3bff72ca4910VgnVCM2000001f4a900aRCRD,28019,CALLE SOLDADO JOSE MARIA REY 44,18:00,"{'organization-name': 'Centro Sociocultural Blasco Ibáñez (Carabanchel)', 'accesibility': '0'}"
Tarjeta sanitaria virtual de la Comunidad de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f9f5a33ba4e3910VgnVCM1000001d4a900aRCRD,28037,CALLE HERMANOS GARCIA NOBLEJAS 14,09:30,"{'organization-name': 'Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal)', 'accesibility': '1,6'}"
Te vas pensando en volver,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01c0367652fe4910VgnVCM2000001f4a900aRCRD,28033,CALLE SANTA VIRGILIA 15,19:00,"{'organization-name': 'Centro Cultural Hortaleza', 'accesibility': '1'}"
Teatro Adultos: `Cosa de Dos´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=80f5dd932f294910VgnVCM2000001f4a900aRCRD,28021,CALLE DOCTOR MARTIN AREVALO 2,19:00,"{'organization-name': 'Centro Sociocultural Ágata (Villaverde)', 'accesibility': '1'}"
Teatro Familiar - Pañuelos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=95c5e4778bbc4910VgnVCM2000001f4a900aRCRD,28015,CALLE GALILEO 39,12:00,"{'organization-name': 'Centro Cultural Galileo (Chamberí)', 'accesibility': '1'}"
Teatro musical: 'AMAR EN TIEMPOS DE COVID. EL MUSICAL',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27e8070f747a4910VgnVCM2000001f4a900aRCRD,28035,CALLE ISLA DE ONS 14,19:00,"{'organization-name': 'Centro Sociocultural Rafael de León (Fuencarral - El Pardo)', 'accesibility': '1'}"
"TEATRO. La compañía Sueña Teatro, presenta 'La gran fiesta'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=124100c8fb884910VgnVCM1000001d4a900aRCRD,28037,CALLE HERMANOS GARCIA NOBLEJAS 14,19:00,"{'organization-name': 'Centro Cultural Príncipe de Asturias (Ciudad Lineal)', 'accesibility': '1,5,6'}"
Teatro. Narraciones cantadas y representadas: 'EN CLAVE DE ROMANCE',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a897f84b6b7a4910VgnVCM2000001f4a900aRCRD,28029,CALLE ARZOBISPO MORCILLO 7,19:00,"{'organization-name': 'Centro Sociocultural Valle Inclán (Fuencarral - El Pardo)', 'accesibility': '1'}"
TEATRO. 'Padre Carlos: El rey pescador' dirigido por José María Paolantonio e interpretada por Pablo Razuk,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=638100c8fb884910VgnVCM1000001d4a900aRCRD,28037,CALLE HERMANOS GARCIA NOBLEJAS 14,19:00,"{'organization-name': 'Centro Cultural Príncipe de Asturias (Ciudad Lineal)', 'accesibility': '1,5,6'}"
"Teatro: Entre risas, amor y lágrimas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da68b96cdd4f4910VgnVCM1000001d4a900aRCRD,28002,CALLE MANTUANO 51,19:00,"{'organization-name': 'Centro Cultural Nicolás Salmerón (Chamartín)', 'accesibility': '1'}"
Teatro: 'Desde el Churruca con humor',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8edf4ab2e284910VgnVCM2000001f4a900aRCRD,28044,CALLE SERRADILLA 13,19:00,"{'organization-name': 'Centro Cultural Miguel Hernández (Latina)', 'accesibility': '1'}"
Teatro: 'El amor del perro y el gato',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=933ea3f111964910VgnVCM1000001d4a900aRCRD,28024,CARRETERA BOADILLA DEL MONTE 40,19:00,"{'organization-name': 'Centro Cultural Sara Montiel (Latina)', 'accesibility': '1'}"
Tecnologías tras las exposiciones inmersivas: sentir sin tocar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab01d58d22984910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,18:00,"{'organization-name': 'Biblioteca Pública Municipal San Fermín (Usera)', 'accesibility': '1,5,6'}"
Tejiendo palabras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d3bbc6b7dbc4910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,11:00,"{'organization-name': 'Biblioteca Pública Municipal La Chata (Carabanchel)', 'accesibility': '1,6'}"
"Temas, variaciones, continuidades: El cine de Germaine Dulac y Marcelle Thirache",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb14268768df4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Terminus,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b77f7546280d4910VgnVCM2000001f4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,,"{'organization-name': 'Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)', 'accesibility': '1,6'}"
Tertulia literaria con José Luis Morante,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c614dde200415910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,19:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Tertulias de filosofía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6626ce6dde131910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,"{'organization-name': 'Biblioteca Pública Municipal Vallecas (Puente de Vallecas)', 'accesibility': '1,6'}"
"Tertulias de viajes: escucha, intercambia y comparte experiencias",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d7f28cb84672910VgnVCM2000001f4a900aRCRD,28017,CALLE ASCAO 4,10:00,"{'organization-name': 'Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal)', 'accesibility': '1,6'}"
Tertulias en francés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7fc27a924b41910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,19:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73e6dc1e00af4910VgnVCM2000001f4a900aRCRD,28031,CALLE MONTE AYA 12,19:00,"{'organization-name': 'Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas)', 'accesibility': '1,6'}"
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6954da256dca4910VgnVCM2000001f4a900aRCRD,28002,CALLE MANTUANO 51,11:00,"{'organization-name': 'Biblioteca Pública Municipal Francisco Ibáñez (Chamartín)', 'accesibility': '1,6'}"
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed0f5ab3b2f64910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:30,"{'organization-name': 'Biblioteca Pública Municipal Miguel Delibes (Moratalaz)', 'accesibility': '1,6'}"
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa7248a5e0d84910VgnVCM1000001d4a900aRCRD,28019,CALLE ISAAC ALBENIZ 1,19:00,"{'organization-name': 'Biblioteca Pública Municipal Ana María Matute (Carabanchel)', 'accesibility': '1,6'}"
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae6016630a815910VgnVCM2000001f4a900aRCRD,28038,CALLE CANTALAPIEDRA 11,11:00,"{'organization-name': 'Biblioteca Pública Municipal Portazgo (Puente de Vallecas)', 'accesibility': '1,6'}"
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ad33527bea41910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,19:00,"{'organization-name': 'Biblioteca Pública Municipal San Fermín (Usera)', 'accesibility': '1,5,6'}"
Tertulias en Inglés (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eec46c112bc41910VgnVCM2000001f4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,18:00,"{'organization-name': 'Biblioteca Pública Municipal Vallecas (Puente de Vallecas)', 'accesibility': '1,6'}"
Testamentos y herencias. Espacio notarial [Espacios de Igualdad],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf2c73a38c943910VgnVCM1000001d4a900aRCRD,28007,CALLE ARREGUI Y ARUEJ 31,17:00,"{'organization-name': 'Espacio de Igualdad Elena Arnedo Soriano. Retiro', 'accesibility': '1'}"
The All Night Long Big Band,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd733e3af5f54910VgnVCM2000001f4a900aRCRD,28044,AVENIDA LAS AGUILAS 2,20:00,"{'organization-name': 'Auditorio y sala de exposiciones Paco de Lucía (Latina)', 'accesibility': '1'}"
The diary of a teenage girl,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad8feb1eb9305910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
The Gipsy Marionettist - Rašid Nikolić (Italia),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=178dd6fdb90d4910VgnVCM2000001f4a900aRCRD,28009,AVENIDA MÉXICO 4,,"{'organization-name': 'Teatro Municipal de Títeres. Parque de El Retiro', 'accesibility': '1'}"
The Pickles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=18f1c08889415910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:00,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}"
Tierra baja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f6a080313315910VgnVCM2000001f4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Tierra baja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e669c4490405910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,18:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Tilindula,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=10a91050085a4910VgnVCM1000001d4a900aRCRD,28032,CALLE VILLARDONDIEGO 36,19:00,"{'organization-name': 'Centro Cultural el Madroño (Vicálvaro)', 'accesibility': '1'}"
Tino Sehgal «(untitled) (2000)»/Foco Boris Charmatz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=386102a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
"Top Secret: aventuras, sueños y mentiras",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7901387ac444910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 14,,"{'organization-name': 'Casa del Lector', 'accesibility': '3'}"
"Top Secret: aventuras, sueños y mentiras",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f701387ac444910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 14,,"{'organization-name': 'Casa del Lector', 'accesibility': '3'}"
"Top Secret: aventuras, sueños y mentiras",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9afd87330c444910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
"Trec y vida, con Silvia Borreguero.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68cd10c987b72910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,18:30,"{'organization-name': 'Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)', 'accesibility': '1,6'}"
Tres colores: Blanco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8398dca45bb4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Tres colores: Rojo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3498dca45bb4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Tributo a Luis Mateo Díez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f9177dee57a4910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,11:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}"
Tributo al genio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=089e33d971394910VgnVCM1000001d4a900aRCRD,28053,CALLE CONCEJO DE TEVERGA 1,19:00,"{'organization-name': 'Centro Cultural Lope de Vega (Puente de Vallecas)', 'accesibility': '1'}"
Trópico sin tópico: Amazonas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=517b08502f864910VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,"{'organization-name': 'CentroCentro', 'accesibility': '1'}"
Tu salud ¡en el móvil! Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac01f7cdf1ef4910VgnVCM2000001f4a900aRCRD,28024,CALLE GRANJA DE TORREHERMOSA 1,10:00,"{'organization-name': 'Biblioteca Pública Municipal Ángel González (Latina)', 'accesibility': '1,6'}"
Tu salud ¡en el móvil! Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2cd88238b9e12910VgnVCM1000001d4a900aRCRD,28017,CALLE ASCAO 4,10:00,"{'organization-name': 'Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal)', 'accesibility': '1,6'}"
"Tú, yo y el mundo. La Colmena",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f6402a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
Ullate. La danza de la vida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a88ee2901efc4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Un baño propio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2acfc109a5305910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Un barrio más limpio cabe en esta bolsa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37dbfeda9e093910VgnVCM1000001d4a900aRCRD,,,11:00,
